dur,spkts,dpkts,sbytes,dbytes,sttl,dttl,sload,dload,sloss,dloss,tcprtt,synack,ackdat,ct_srv_src,ct_dst_ltm,ct_src_ltm,ct_dst_src_ltm,ct_state_ttl,ct_flw_http_mthd,is_sm_ips_ports,label,family,is_attack
0.001032,2,2,130,162,31,29,503876.0,627907.0,0,0,0.0,0.0,0.0,2,6,5,1,0,0.0,0,0,Benign,0
0.377738,12,8,1058,758,254,252,20543.33984,14062.65723,3,2,0.09788,0.049729,0.048151,11,1,1,1,1,0.0,0,1,Fuzzers,1
0.179175,52,54,3182,39076,31,29,139349.7969,1712426.375,7,20,0.00078,0.000623,0.000157,12,2,9,2,0,0.0,0,0,Benign,0
0.541166,10,8,986,1164,254,252,13127.20996,15063.76953,2,2,0.116195,0.056917,0.059278,3,1,1,4,1,1.0,0,1,Exploits,1
0.463478,10,8,1146,354,254,252,17813.14258,5350.847168,2,1,0.103028,0.052182,0.050846,1,25,1,1,1,1.0,0,1,Exploits,1
0.811428,20,20,3364,1772,62,252,31509.88086,16602.82813,7,8,0.050837,0.00621,0.044627,1,1,1,1,1,0.0,0,1,Exploits,1
0.021234,16,18,1540,1644,31,29,544033.125,585099.375,4,4,0.000557,0.000439,0.000118,13,9,12,7,0,0.0,0,0,Benign,0
0.020987,44,46,2766,28558,31,29,1030733.313,10649640.0,7,16,0.000757,0.000636,0.000121,5,3,2,2,0,0.0,0,0,Benign,0
0.408775,10,6,756,268,254,252,13327.625,4383.82959,2,1,0.141891,0.080416,0.061475,6,2,2,2,1,0.0,0,1,Fuzzers,1
0.004605,4,4,568,312,31,29,740065.1875,406514.6563,0,0,0.0,0.0,0.0,7,5,4,3,0,0.0,0,0,Benign,0
1.158828,14,18,1684,10168,31,29,10797.11523,66301.46875,3,5,0.001602,0.000483,0.001119,1,3,1,1,0,1.0,0,0,Benign,0
0.019198,18,18,4160,2456,31,29,1637253.875,966767.375,7,7,0.004554,0.00377,0.000784,9,5,6,3,0,0.0,0,0,Benign,0
1.586082,12,24,862,22904,62,252,3989.705566,110713.0703,2,9,0.264098,0.116025,0.148073,1,1,1,1,1,1.0,0,1,Exploits,1
0.004318,8,10,1040,824,31,29,1685965.75,1374710.625,2,2,0.000701,0.000548,0.000153,3,3,10,1,0,1.0,0,0,Benign,0
0.015998,40,40,2542,20718,31,29,1239654.875,10101763.0,7,13,0.000757,0.000599,0.000158,5,2,5,1,0,0.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,7,3,3,3,2,0.0,0,1,Generic,1
0.008427,14,6,8928,320,31,29,7870891.5,253471.0,4,1,0.000646,0.000484,0.000162,3,6,5,4,0,0.0,0,0,Benign,0
0.001027,2,2,132,164,31,29,514118.7813,638753.625,0,0,0.0,0.0,0.0,2,1,6,1,0,0.0,0,0,Benign,0
0.00847,14,6,8928,320,31,29,7830933.0,252184.1875,4,1,0.000623,0.00049,0.000133,3,5,5,4,0,0.0,0,0,Benign,0
1e-06,2,0,168,0,254,0,672000000.0,0.0,0,0,0.0,0.0,0.0,10,2,3,1,2,0.0,0,1,Reconnaissance,1
0.009973,34,36,2230,15236,31,29,1736689.125,11882483.0,7,11,0.000842,0.000686,0.000156,8,1,2,1,0,0.0,0,0,Benign,0
0.004354,14,6,8928,320,31,29,15233808.0,490583.375,4,1,0.000624,0.000482,0.000142,2,3,6,3,0,0.0,0,0,Benign,0
0.001046,2,2,146,178,31,29,558317.375,680688.3125,0,0,0.0,0.0,0.0,2,3,3,1,0,0.0,0,0,Benign,0
1.061951,10,10,762,1550,62,252,5167.84668,10508.95898,2,2,0.163387,0.131118,0.032269,1,1,2,1,1,1.0,0,1,Exploits,1
18.717207,228,1464,10200,1936422,62,252,4340.818359,827089.1875,2,729,0.163769,0.1,0.063769,1,2,1,1,1,1.0,0,1,Exploits,1
0.001117,2,2,146,178,31,29,522829.0,637421.6875,0,0,0.0,0.0,0.0,5,6,4,1,0,0.0,0,0,Benign,0
0.301384,10,6,948,268,254,252,22668.75391,5945.902832,2,1,0.092522,0.063051,0.029471,1,2,2,2,1,1.0,0,1,Reconnaissance,1
0.286252,10,8,818,1326,62,252,20597.23633,32446.93555,2,2,0.07109,0.015514,0.055576,1,1,1,1,1,1.0,0,1,Exploits,1
2e-06,2,0,114,0,254,0,228000000.0,0.0,0,0,0.0,0.0,0.0,15,4,4,4,2,0.0,0,1,Generic,1
0.028563,52,42,37134,3380,31,29,10200609.0,924272.625,18,8,0.000697,0.000545,0.000152,1,2,2,1,0,0.0,0,0,Benign,0
0.056954,46,46,2854,28194,31,29,392176.1563,3874284.5,7,16,0.000741,0.000604,0.000137,6,3,2,1,0,0.0,0,0,Benign,0
0.018279,16,18,1540,1644,31,29,631982.0625,679687.125,4,4,0.000605,0.000466,0.000139,17,9,11,8,0,0.0,0,0,Benign,0
1.00925,14,18,1684,10168,31,29,12397.32422,76127.8125,3,5,0.000666,0.000537,0.000129,1,2,1,1,0,1.0,0,0,Benign,0
0.760631,10,8,564,354,254,252,5342.932129,3260.450684,2,1,0.061401,0.044334,0.017067,2,1,1,1,1,0.0,0,1,Reconnaissance,1
1.01398,14,18,1684,10168,31,29,12339.49316,75772.69531,3,5,0.000664,0.00054,0.000124,2,2,4,3,0,1.0,0,0,Benign,0
0.030839,52,42,37190,3380,31,29,9462045.0,856058.875,18,8,0.000619,0.000489,0.00013,2,3,9,1,0,0.0,0,0,Benign,0
0.857206,10,8,1216,1878,254,252,10219.24707,15342.87012,2,2,0.210753,0.152317,0.058436,1,17,1,1,1,1.0,0,1,Generic,1
0.172933,12,6,4940,268,254,252,209514.6719,10362.39453,3,1,0.049561,0.006135,0.043426,1,1,1,1,1,1.0,0,1,DoS,1
0.001078,2,2,146,178,31,29,541744.0,660482.4375,0,0,0.0,0.0,0.0,4,2,3,1,0,0.0,0,0,Benign,0
0.278357,10,6,2536,268,254,252,65613.58594,6437.775879,2,1,0.097442,0.058994,0.038448,1,1,1,1,1,1.0,0,1,Exploits,1
1.25849,60,14,68195,612,254,252,426282.3125,3617.033203,27,1,0.142465,0.098612,0.043853,1,1,2,1,1,1.0,0,1,Fuzzers,1
0.312946,12,16,1380,11488,62,252,32337.84766,275319.0625,3,6,0.058119,0.009235,0.048884,1,1,1,1,1,0.0,0,1,Exploits,1
1.182655,354,746,18890,1087890,31,29,127421.7813,7349105.5,2,370,0.000687,0.000557,0.00013,2,3,6,3,0,1.0,0,0,Benign,0
8e-06,2,0,200,0,254,0,100000000.0,0.0,0,0,0.0,0.0,0.0,10,6,10,6,2,0.0,0,1,Analysis,1
0.271636,10,8,920,1030,62,252,24385.57422,26564.96094,2,2,0.057447,0.013647,0.0438,2,2,2,2,1,1.0,0,1,Exploits,1
0.001155,2,2,146,178,31,29,505627.7188,616450.25,0,0,0.0,0.0,0.0,3,3,2,1,0,0.0,0,0,Benign,0
0.113922,44,46,2766,27770,31,29,189884.3125,1907761.5,7,16,0.003316,0.00316,0.000156,3,5,4,1,0,0.0,0,0,Benign,0
0.669144,10,6,990,268,254,252,10652.41602,2678.048584,2,1,0.089495,0.020633,0.068862,1,1,2,1,1,1.0,0,1,Exploits,1
0.853249,10,8,1530,1642,62,252,12910.65039,13473.20606,2,2,0.302555,0.14167,0.160885,2,1,1,1,1,1.0,0,1,Generic,1
0.001057,2,2,146,178,31,29,552507.0625,673604.5,0,0,0.0,0.0,0.0,2,3,2,2,0,0.0,0,0,Benign,0
0.006501,26,26,2166,2424,31,29,2563298.0,2868481.75,6,7,0.000683,0.000545,0.000138,13,5,6,3,0,0.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,15,3,3,3,2,0.0,0,1,Generic,1
0.175223,8,5,1988,509,29,32,79441.63281,18627.69141,1,1,0.0,0.0,0.0,2,1,1,1,0,0.0,0,0,Benign,0
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.0,0.0,0.0,7,7,7,7,2,0.0,0,1,Generic,1
1e-05,2,0,200,0,254,0,80000000.0,0.0,0,0,0.0,0.0,0.0,12,2,8,2,2,0.0,0,1,DoS,1
0.001057,2,2,146,178,31,29,552507.0625,673604.5,0,0,0.0,0.0,0.0,3,2,2,1,0,0.0,0,0,Benign,0
0.615148,22,24,1958,2308,31,29,24306.3457,28767.06055,6,6,0.00084,0.00068,0.00016,15,1,4,1,0,0.0,0,0,Benign,0
0.047035,18,20,4472,2560,31,29,718443.6875,413649.4063,7,7,0.000674,0.00054,0.000134,7,2,3,2,0,0.0,0,0,Benign,0
0.099841,60,62,3614,49590,31,29,284772.7813,3909496.25,7,24,0.000717,0.000556,0.000161,10,4,3,2,0,0.0,0,0,Benign,0
1.505493,224,438,12934,548216,31,29,68426.75,2906503.0,21,197,0.000567,0.000454,0.000113,8,7,1,1,0,0.0,0,0,Benign,0
0.00639,32,24,3728,5474,31,29,4522065.5,6567762.0,7,7,0.000759,0.000597,0.000162,3,2,3,1,0,0.0,0,0,Benign,0
2.38499,12,4,1316,182,254,252,4048.654297,459.54071,6,1,0.051065,0.006263,0.044802,3,1,1,1,1,0.0,0,1,Exploits,1
0.070667,44,66,3064,64718,31,29,339055.0,7215588.5,6,26,0.000616,0.000486,0.00013,4,3,5,3,0,0.0,0,0,Benign,0
0.219686,10,8,988,1022,254,252,32409.89453,32591.97266,2,2,0.039045,0.016697,0.022348,2,1,2,1,1,1.0,0,1,Exploits,1
1.126128,10,10,912,2522,62,252,5832.374512,16126.05371,2,2,0.147249,0.081554,0.065695,1,1,1,1,1,1.0,0,1,Exploits,1
8e-06,2,0,200,0,254,0,72727272.0,0.0,0,0,0.0,0.0,0.0,10,6,10,6,2,0.0,0,1,Exploits,1
8e-06,2,0,114,0,254,0,57000000.0,0.0,0,0,0.0,0.0,0.0,16,7,8,7,2,0.0,0,1,Generic,1
0.548532,10,6,1034,268,254,252,13578.05859,3266.901367,2,1,0.121947,0.058628,0.063319,1,1,1,1,1,1.0,0,1,Exploits,1
0.001087,2,2,146,178,31,29,537258.5,655013.8125,0,0,0.0,0.0,0.0,1,1,2,1,0,0.0,0,0,Benign,0
1.138988,14,18,1684,10168,31,29,10985.19043,67456.375,3,5,0.000594,0.000467,0.000127,8,7,7,3,0,6.0,0,0,Benign,0
0.81118,10,18,838,12670,62,252,7445.942871,118020.6641,2,6,0.116104,0.059571,0.056533,2,18,1,2,1,1.0,0,1,Exploits,1
0.018026,48,50,2974,30612,31,29,1292799.25,13314102.0,7,18,0.000717,0.000587,0.00013,2,3,5,1,0,0.0,0,0,Benign,0
0.03829,64,66,3806,55844,31,29,782867.5625,11490833.0,7,26,0.001345,0.001163,0.000182,7,4,7,3,0,0.0,0,0,Benign,0
0.018514,16,18,1540,1644,31,29,623960.25,671059.75,4,4,0.000586,0.000464,0.000122,12,8,10,6,0,0.0,0,0,Benign,0
0.01531,38,40,2438,20006,31,29,1240496.375,10192554.0,7,13,0.0007,0.000578,0.000122,5,2,5,1,0,0.0,0,0,Benign,0
0.001084,2,2,146,178,31,29,538745.375,656826.5625,0,0,0.0,0.0,0.0,2,2,3,2,0,0.0,0,0,Benign,0
0.046355,6,8,320,1866,31,29,46079.17188,281825.0313,1,2,0.00064,0.000502,0.000138,1,4,4,1,0,0.0,0,0,Benign,0
0.507055,10,6,828,268,254,252,11769.92676,3534.133545,2,1,0.102061,0.061862,0.040199,1,1,19,1,1,1.0,0,1,Reconnaissance,1
12.906116,44,48,3840,8624,31,29,2326.339111,5234.727539,16,25,0.000668,0.000545,0.000123,5,6,5,2,0,0.0,0,0,Benign,0
0.003348,4,4,528,304,31,29,946236.5,544802.875,0,0,0.0,0.0,0.0,7,7,10,4,0,0.0,0,0,Benign,0
0.372966,16,18,1540,1644,31,29,30973.33398,33311.34766,4,4,0.001211,0.001077,0.000134,4,4,3,2,0,0.0,0,0,Benign,0
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.0,0.0,0.0,12,4,5,4,2,0.0,0,1,Generic,1
1.099378,10,8,1126,1508,62,252,7378.717773,9605.431641,2,2,0.090399,0.049376,0.041023,2,2,3,2,1,1.0,0,1,Generic,1
0.567787,16,44,1070,50445,62,252,14146.15039,694612.625,2,20,0.082649,0.034889,0.04776,1,1,1,1,1,1.0,0,1,Exploits,1
0.224304,8,12,424,8824,31,29,13232.04199,288501.3125,1,4,0.00064,0.000521,0.000119,3,2,4,2,0,0.0,0,0,Benign,0
0.001764,4,4,528,304,31,29,1795918.375,1034013.563,0,0,0.0,0.0,0.0,9,3,1,1,0,0.0,0,0,Benign,0
0.019605,16,18,1540,1644,31,29,589237.4375,633715.875,4,4,0.000576,0.000456,0.00012,8,10,12,6,0,0.0,0,0,Benign,0
2.538928,52,294,2634,374787,62,252,8142.019043,1176915.625,2,144,0.103338,0.062442,0.040896,1,1,1,1,1,1.0,0,1,Exploits,1
0.07246,62,64,3718,50934,31,29,403974.5938,5535633.0,7,25,0.001263,0.001138,0.000125,7,2,2,1,0,0.0,0,0,Benign,0
5e-06,2,0,114,0,254,0,91200000.0,0.0,0,0,0.0,0.0,0.0,15,7,6,6,2,0.0,0,1,Generic,1
0.020837,44,46,2766,28892,31,29,1038153.313,10851466.0,7,16,0.000692,0.000578,0.000114,2,3,2,1,0,0.0,0,0,Benign,0
0.219237,10,6,954,268,254,252,31345.07422,8173.802734,2,1,0.051095,0.01781,0.033285,1,1,1,1,1,1.0,0,1,Reconnaissance,1
0.226997,22,14,1470,1728,31,29,49480.82813,56564.625,5,4,0.000764,0.000609,0.000155,17,11,23,3,0,0.0,0,0,Benign,0
0.732099,10,12,818,4102,62,252,8053.555664,41098.26563,2,3,0.120486,0.074369,0.046117,2,1,2,1,1,1.0,0,1,Exploits,1
0.020475,16,18,1540,1644,31,29,564200.25,606788.75,4,4,0.000563,0.000454,0.000109,6,10,9,5,0,0.0,0,0,Benign,0
0.087394,4,4,568,320,31,29,38995.8125,21969.47266,0,0,0.0,0.0,0.0,17,6,6,3,0,0.0,0,0,Benign,0
0.212904,10,6,930,268,254,252,31450.79297,8416.938477,2,1,0.055451,0.009008,0.046443,1,1,1,1,1,1.0,0,1,Reconnaissance,1
0.004836,18,18,4360,2456,31,29,6812241.5,3837882.5,7,7,0.000733,0.000576,0.000157,3,4,3,3,0,0.0,0,0,Benign,0
0.028245,52,42,37242,3380,31,29,10345477.0,934678.6875,18,8,0.000668,0.000554,0.000114,1,2,4,2,0,0.0,0,0,Benign,0
0.001111,2,2,146,178,31,29,525652.5625,640864.125,0,0,0.0,0.0,0.0,13,3,3,1,0,0.0,0,0,Benign,0
1.947448,52,54,2934,3742,31,29,11822.65234,15088.46484,11,15,0.000692,0.000535,0.000157,9,3,2,2,0,0.0,0,0,Benign,0
0.004192,12,12,1036,2262,31,29,1812977.25,3958015.5,4,4,0.000785,0.000606,0.000179,2,6,2,1,0,0.0,0,0,Benign,0
0.047925,10,12,528,8824,31,29,79457.48438,1350276.5,1,4,0.000713,0.00056,0.000153,3,4,6,2,0,0.0,0,0,Benign,0
1.341777,27,46,1260,42936,62,252,7238.162598,250432.0781,7,16,0.057558,0.010328,0.04723,2,1,1,1,1,0.0,0,1,Exploits,1
0.020795,50,35,37164,2967,31,30,14011445.0,1109112.75,18,7,0.000651,0.000517,0.000134,1,3,4,2,0,0.0,0,0,Benign,0
0.028085,54,42,37886,3380,31,29,10592131.0,940003.5625,19,8,0.00064,0.000499,0.000141,1,2,2,1,0,0.0,0,0,Benign,0
1.010145,12,18,1580,10168,31,29,11475.58106,76060.375,3,5,0.00073,0.000558,0.000172,3,3,3,1,0,1.0,0,0,Benign,0
0.177994,56,58,3390,40254,31,29,149667.9688,1778037.5,7,22,0.001271,0.001081,0.00019,7,2,3,1,0,0.0,0,0,Benign,0
6.367305,14,12,1336,3028,62,252,1559.215454,3487.817871,3,3,0.236889,0.118524,0.118365,1,1,1,1,1,1.0,0,1,Exploits,1
0.767174,14,36,956,42930,62,252,9259.958984,435238.9375,2,16,0.164883,0.051557,0.113326,1,1,1,1,1,1.0,0,1,Exploits,1
0.542977,10,8,1612,354,254,252,21378.43945,4567.412598,2,1,0.121278,0.066904,0.054374,10,2,3,2,1,0.0,0,1,Fuzzers,1
4e-06,2,0,200,0,254,0,72727272.0,0.0,0,0,0.0,0.0,0.0,11,4,8,4,2,0.0,0,1,Backdoors,1
0.646027,10,6,812,268,254,252,9052.25293,2773.877686,2,1,0.161332,0.124818,0.036514,1,1,1,1,1,1.0,0,1,Reconnaissance,1
0.804149,12,12,1664,3596,254,252,15181.2666,32799.89453,3,3,0.108764,0.065464,0.0433,1,1,2,1,1,1.0,0,1,Exploits,1
1.237768,20,38,2528,43448,62,252,15524.71777,273427.6563,6,17,0.121578,0.053363,0.068215,2,2,3,2,1,4.0,0,1,Generic,1
0.142322,16,18,1244,2574,31,29,65597.72656,136647.875,4,4,0.000795,0.000616,0.000179,5,1,1,1,0,0.0,0,0,Benign,0
0.012943,40,42,2542,22432,31,29,1532256.875,13535039.0,7,14,0.000665,0.00053,0.000135,15,1,13,1,0,0.0,0,0,Benign,0
1.017136,14,18,1684,10168,31,29,12301.20703,75537.58594,3,5,0.00127,0.001145,0.000125,2,2,4,1,0,1.0,0,0,Benign,0
1.138694,14,18,1684,10168,31,29,10988.02637,67473.78906,3,5,0.000585,0.000463,0.000122,2,4,2,2,0,1.0,0,0,Benign,0
0.278337,10,10,816,5262,62,252,21125.4707,136122.75,2,3,0.052719,0.005774,0.046945,2,1,1,1,1,1.0,0,1,DoS,1
0.461035,10,8,510,354,254,252,7964.687988,5379.201172,2,1,0.112785,0.058277,0.054508,10,3,3,10,1,1.0,0,1,Fuzzers,1
0.00101,2,2,146,178,31,29,578217.8125,704950.5,0,0,0.0,0.0,0.0,8,2,3,1,0,0.0,0,0,Benign,0
0.597572,10,8,694,354,254,252,8367.192383,4150.127441,2,1,0.129803,0.060484,0.069319,2,2,2,2,1,1.0,0,1,Fuzzers,1
0.223114,8,12,424,8824,31,29,13302.61621,290040.0625,1,4,0.000646,0.000494,0.000152,3,6,3,3,0,0.0,0,0,Benign,0
0.014227,38,40,2438,19502,31,29,1334926.5,10692345.0,7,13,0.000752,0.000606,0.000146,12,3,2,1,0,0.0,0,0,Benign,0
0.388329,12,10,1204,590,254,252,22743.60156,10939.17773,3,3,0.069612,0.007433,0.062179,1,1,1,1,1,0.0,0,1,Generic,1
5.818912,80,472,3894,614831,62,252,5287.586426,843496.5,2,233,0.16738,0.060401,0.106979,1,1,2,1,1,1.0,0,1,DoS,1
0.185165,10,6,864,268,254,252,33613.26172,9677.854492,2,1,0.032731,0.018619,0.014112,2,1,1,1,1,1.0,0,1,Reconnaissance,1
1.812872,32,22,19716,1916,254,252,84286.14844,8071.170898,13,8,0.189554,0.093451,0.096103,1,3,3,3,1,0.0,0,1,Generic,1
0.726198,12,32,866,33846,62,252,8746.925781,361212.7813,2,13,0.177992,0.095932,0.08206,1,1,1,1,1,1.0,0,1,Exploits,1
0.267188,10,6,534,268,254,252,14401.84375,6706.887695,2,1,0.090898,0.03098,0.059918,12,3,4,3,1,0.0,0,1,Fuzzers,1
0.364816,52,40,37342,3276,31,29,803122.625,70062.71094,18,8,0.000749,0.000578,0.000171,1,2,2,1,0,0.0,0,0,Benign,0
0.022245,42,42,2646,24466,31,29,928927.875,8589436.0,7,15,0.00071,0.00056,0.00015,9,1,2,1,0,0.0,0,0,Benign,0
1.135044,12,18,1580,10168,31,29,10212.82031,67690.76563,3,5,0.000664,0.000538,0.000126,2,2,3,1,0,1.0,0,0,Benign,0
1.037023,12,18,1580,10168,31,29,11178.15234,74089.00781,3,5,0.000722,0.000581,0.000141,2,2,2,2,0,1.0,0,0,Benign,0
0.008989,34,36,2230,15228,31,29,1926799.5,13176104.0,7,11,0.000708,0.000584,0.000124,2,1,2,1,0,0.0,0,0,Benign,0
8e-06,2,0,200,0,254,0,100000000.0,0.0,0,0,0.0,0.0,0.0,15,7,9,7,2,0.0,0,1,DoS,1
0.337651,10,12,814,7054,62,252,17367.04297,153223.2969,2,4,0.045565,0.022288,0.023277,1,1,34,1,1,1.0,0,1,Exploits,1
1.424976,240,438,13766,548216,31,29,76964.10156,3070732.5,21,197,0.000624,0.000486,0.000138,6,1,2,1,0,0.0,0,0,Benign,0
0.006972,8,10,1040,822,31,29,1044176.688,849110.75,2,2,0.000631,0.000517,0.000114,1,4,6,1,0,1.0,0,0,Benign,0
1.16105,14,18,1684,10168,31,29,10776.45313,66174.58594,3,5,0.000704,0.000541,0.000163,3,1,2,3,0,1.0,0,0,Benign,0
1e-05,2,0,114,0,254,0,45600000.0,0.0,0,0,0.0,0.0,0.0,8,3,3,3,2,0.0,0,1,Generic,1
0.48977,52,42,37292,3380,31,29,597423.3125,53902.85156,18,8,0.000748,0.000588,0.00016,1,2,2,1,0,0.0,0,0,Benign,0
0.612718,10,6,2516,268,254,252,29573.14844,2924.67334,2,1,0.137919,0.067805,0.070114,11,1,3,1,1,0.0,0,1,Fuzzers,1
0.074508,126,124,12648,13202,31,29,1347291.625,1406131.0,35,33,0.000985,0.000821,0.000164,3,3,1,1,0,0.0,0,0,Benign,0
25.242798,312,733,16706,1068400,31,29,5277.703613,338137.7813,2,361,0.000726,0.000585,0.000141,31,33,30,30,0,0.0,0,0,Benign,0
0.390641,10,8,814,1326,62,252,15011.22461,23776.30664,2,2,0.09194,0.054618,0.037322,2,1,1,1,1,1.0,0,1,Exploits,1
0.266768,10,6,762,268,254,252,20572.18164,6717.447266,2,1,0.118485,0.03191,0.086575,2,1,1,1,1,0.0,0,1,Exploits,1
0.666836,8,12,424,8824,31,29,4450.869141,97043.34375,1,4,0.000633,0.000504,0.000129,2,3,2,1,0,0.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,10,3,3,3,2,0.0,0,1,Generic,1
0.001035,2,2,146,178,31,29,564251.25,687922.75,0,0,0.0,0.0,0.0,4,1,9,1,0,0.0,0,0,Benign,0
0.0,6,0,384,0,1,0,51.195522,0.0,0,0,0.0,0.0,0.0,1,3,1,1,0,0.0,0,0,Benign,0
1.2e-05,2,0,114,0,254,0,38000000.0,0.0,0,0,0.0,0.0,0.0,10,3,3,3,2,0.0,0,1,Generic,1
8e-06,2,0,114,0,254,0,57000000.0,0.0,0,0,0.0,0.0,0.0,9,2,2,2,2,0.0,0,1,Generic,1
0.041773,38,40,2438,18678,31,29,454647.75,3487803.25,7,13,0.000789,0.000638,0.000151,5,5,3,1,0,0.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,7,4,4,4,2,0.0,0,1,Generic,1
0.000963,2,2,146,178,31,29,606438.1875,739356.1875,0,0,0.0,0.0,0.0,3,1,4,1,0,0.0,0,0,Benign,0
0.001145,2,2,146,178,31,29,510043.6875,621834.0625,0,0,0.0,0.0,0.0,2,1,1,1,0,0.0,0,0,Benign,0
0.022384,52,42,37346,3380,31,29,13090780.0,1179413.875,18,8,0.000679,0.000532,0.000147,1,4,5,2,0,0.0,0,0,Benign,0
0.321479,16,8,7292,1178,254,252,170138.6406,25656.41992,5,2,0.06623,0.015032,0.051198,2,1,1,1,1,1.0,0,1,Exploits,1
0.001053,2,2,146,178,31,29,554605.875,676163.375,0,0,0.0,0.0,0.0,1,1,1,1,0,0.0,0,0,Benign,0
0.720858,10,8,838,1236,62,252,8378.904297,12007.91309,2,2,0.212703,0.106187,0.106516,1,1,1,1,1,1.0,0,1,DoS,1
5e-06,2,0,1448,0,254,0,1158400000.0,0.0,0,0,0.0,0.0,0.0,4,1,2,1,2,0.0,0,1,Generic,1
0.036689,46,48,2854,30470,31,29,608792.875,6505710.5,7,17,0.000667,0.000525,0.000142,4,2,1,1,0,0.0,0,0,Benign,0
1.127559,22,10,17756,806,254,252,120252.6953,5150.950195,8,2,0.137765,0.087083,0.050682,4,1,1,1,1,0.0,0,1,Fuzzers,1
0.31421,14,40,954,46846,62,252,22558.16211,1162916.5,2,18,0.051388,0.00583,0.045558,1,1,1,1,1,1.0,0,1,Exploits,1
1.2e-05,2,0,114,0,254,0,38000000.0,0.0,0,0,0.0,0.0,0.0,11,7,7,7,2,0.0,0,1,Generic,1
0.102171,84,84,4862,82826,31,29,376232.0313,6408081.0,7,36,0.00073,0.000581,0.000149,6,2,2,1,0,0.0,0,0,Benign,0
0.00464,4,4,568,312,31,29,734482.75,403448.2813,0,0,0.0,0.0,0.0,6,2,4,2,0,0.0,0,0,Benign,0
1.261245,28,134,1440,170811,62,252,8810.341797,1075362.875,2,65,0.082474,0.028055,0.054419,1,1,1,1,1,1.0,0,1,Generic,1
1.060083,14,18,1684,10168,31,29,11802.84863,72477.34375,3,5,0.00066,0.000522,0.000138,3,5,4,2,0,1.0,0,0,Benign,0
0.014832,44,46,2766,27392,31,29,1458468.125,14453614.0,7,16,0.0007,0.000547,0.000153,5,3,2,1,0,0.0,0,0,Benign,0
0.001086,2,2,146,178,31,29,537753.25,655616.9375,0,0,0.0,0.0,0.0,5,5,2,2,0,0.0,0,0,Benign,0
1.665124,10,8,934,354,254,252,4040.539795,1489.37854,2,1,0.112146,0.072996,0.03915,1,1,1,1,1,1.0,0,1,Exploits,1
0.482753,16,10,914,556,254,252,14201.87891,8302.381836,5,3,0.07706,0.054602,0.022458,10,1,1,1,1,0.0,0,1,Fuzzers,1
1e-06,2,0,114,0,254,0,456000000.0,0.0,0,0,0.0,0.0,0.0,14,7,11,7,2,0.0,0,1,Generic,1
1e-05,2,0,200,0,254,0,80000000.0,0.0,0,0,0.0,0.0,0.0,12,4,11,4,2,0.0,0,1,Exploits,1
0.29292,16,18,1540,1644,31,29,39437.39063,42414.3125,4,4,0.000711,0.000578,0.000133,10,9,9,7,0,0.0,0,0,Benign,0
0.072126,24,26,2158,2568,31,29,229487.2813,273965.0,6,6,0.001271,0.001123,0.000148,3,1,2,1,0,0.0,0,0,Benign,0
7e-06,2,0,200,0,254,0,200000000.0,0.0,0,0,0.0,0.0,0.0,10,6,9,6,2,0.0,0,1,Exploits,1
1.122299,60,14,68197,612,254,252,478025.9375,4055.960205,27,1,0.140772,0.066006,0.074766,4,1,1,1,1,1.0,0,1,Fuzzers,1
4e-06,2,0,168,0,254,0,168000000.0,0.0,0,0,0.0,0.0,0.0,1,1,2,1,2,0.0,0,1,Reconnaissance,1
0.801361,22,40,1024,33176,62,252,9763.389648,322920.625,7,18,0.053025,0.006611,0.046414,1,1,1,1,1,0.0,0,1,Exploits,1
1.424746,22,10,18526,440,254,252,99296.29688,2223.554199,7,0,0.148847,0.073962,0.074885,2,3,2,2,1,0.0,0,1,Fuzzers,1
0.752135,10,16,806,10770,62,252,7722.018066,107395.6172,2,5,0.106781,0.062054,0.044727,1,1,1,1,1,1.0,0,1,Exploits,1
3.084576,360,746,19202,1087890,31,29,49663.87891,2817715.0,2,370,0.000596,0.000474,0.000122,10,7,2,2,0,0.0,0,0,Benign,0
0.040869,72,74,4222,62044,31,29,815092.125,11980914.0,7,30,0.000715,0.000582,0.000133,10,4,7,4,0,0.0,0,0,Benign,0
0.491883,16,18,1540,1644,31,29,23485.25977,25258.03906,4,4,0.000619,0.000477,0.000142,11,6,6,5,0,0.0,0,0,Benign,0
0.001791,4,4,528,304,31,29,1768844.25,1018425.438,0,0,0.0,0.0,0.0,11,3,5,3,0,0.0,0,0,Benign,0
0.014037,16,18,1540,1644,31,29,822967.875,885089.375,4,4,0.000727,0.000566,0.000161,17,2,8,2,0,0.0,0,0,Benign,0
1.52622,10,8,806,354,254,252,3805.480225,1624.929565,2,1,0.242282,0.093093,0.149189,2,1,2,1,1,1.0,0,1,Reconnaissance,1
